distance_m,altitude_m,slope_rad
3400.5724869506653,1484.581581674054,-0.0037631169949125833
3450.5809058764103,1484.393991291008,-0.003751790057510624
3500.5893248021553,1484.2071904897814,-0.003735998642469454
3550.5977437279003,1484.0214016207062,-0.003715760280397006
3600.6061626536457,1483.8368460132897,-0.003691095385517172
3650.6145815793907,1483.6537438326652,-0.0036620272425984834
3700.6230005051357,1483.4723139367857,-0.003628581992135699
3750.6314194308807,1483.2927737344492,-0.0035907886137249993
3800.6398383566257,1483.1153390442482,-0.0035486789076280135
3850.6482572823707,1482.9402239545277,-0.0035022874746336065
3900.656676208116,1482.7676406844405,-0.003451651694135294
3950.665095133861,1482.5977994461898,-0.003396811700442223
4000.673514059606,1482.4309083085404,-0.0033378103574416428
4050.681932985351,1482.2671730616883,-0.0032746932314761537
4100.6903519110965,1482.1067970835713,-0.0032075085625581814
4150.6987708368415,1481.9499812077058,-0.0031363072339213567
4200.7071897625865,1481.7969235926294,-0.003061142739917551
4250.7156086883315,1481.6478195930356,-0.0029820711522410294
4300.7240276140765,1481.5028616326788,-0.0028991510845794224
4350.7324465398215,1481.362239079128,-0.002812443655668414
4400.7408654655665,1481.2261381204517,-0.002722012450722516
4450.749284391311,1481.094741643907,-0.002627923481414373
4500.757703317056,1480.9682291167107,-0.0025302451442476455
4550.766122242802,1480.8467764689706,-0.0024290481774413507
4600.774541168547,1480.730555978841,-0.0023244056164344793
4650.782960094292,1480.6197361599868,-0.0022163927478104717
4700.791379020037,1480.5144816514155,-0.0021050870619322842
4750.799797945782,1480.4149531097542,-0.001990568204105851
4800.808216871527,1480.3213071040334,-0.0018729179244581114
4850.816635797272,1480.233696013049,-0.0017522200264202072
4900.825054723017,1480.152267925361,-0.0016285603139975042
4950.833473648762,1480.0771665419963,-0.0015020265377261855
5000.841892574507,1480.0085310819154,-0.0013727083394071634
5050.850311500252,1479.9464961903,-0.0012406971956944607
5100.858730425998,1479.8911918497215,-0.0011060863604969778
5150.867149351743,1479.8427432942465,-0.0009689708062435655
5200.875568277488,1479.8012709265306,-0.0008294471641022569
5250.883987203233,1479.766890237955,-0.0006876136631399586
5300.892406128978,1479.7397117318546,-0.000543570068472596
5350.900825054723,1479.7198408498857,-0.0003974176184557302
5400.909243980468,1479.7073779015807,-0.00024925896093841383
5450.917662906213,1479.7024179971336,-9.919808861672456e-05
5500.926081831958,1479.7050509834569,5.2659726417441754e-05
5550.934500757703,1479.715361383553,0.00020620799900041283
5600.942919683448,1479.7334283392352,0.0003613390979161218
5650.951338609194,1479.759325557236,0.0005179443137016065
5700.959757534939,1479.793121258737,0.0006759139270883606
5750.968176460684,1479.8348781323502,0.0008351372781065988
5800.976595386429,1479.8846532905818,0.000995502835774879
5850.985014312174,1479.9424982298044,0.0011568982683156932
5900.993433237919,1480.0084587937677,0.0013192105139831366
5951.001852163664,1480.082575140661,0.001482325852165829
6001.010271089409,1480.1648817137593,0.0016461299751012717
6051.018690015154,1480.2554072156634,0.0018105080598329435
6101.027108940899,1480.3541745861532,0.001975344840537108
6151.035527866645,1480.4612009836703,0.002140524681150749
6201.04394679239,1480.5764977704375,0.002305931648209292
6251.052365718135,1480.700070501227,0.002471449583852804
6301.06078464388,1480.8319189157855,0.00263696217905484
6351.069203569625,1480.9720369349177,0.0028023530468234293
6401.07762249537,1481.120412660235,0.002967505795605715
6451.086041421115,1481.2770283775662,0.0031323041025638977
6501.09446034686,1481.4418605640299,0.0032966317868630465
6551.102879272605,1481.6148798987642,0.003460372882911285
6601.11129819835,1481.7960512773075,0.003623411713388255
6651.119717124095,1481.9853338296198,0.0037856329621524486
6701.128136049841,1482.1826809417362,0.003946921746899723
6751.136554975586,1482.3880402810364,0.004107163691549924
6801.144973901331,1482.6013538251166,0.004266244998324912
6851.153392827076,1482.8225578942443,0.0044240525194540435
6901.1618117528205,1483.0515831873784,0.004580473828502251
6951.1702306785655,1483.2883548217278,0.0047353972911749935
7001.1786496043105,1483.5327923758296,0.004888712135727125
7051.1870685300555,1483.7848099361152,0.005040308522752696
7101.1954874558005,1484.0443161469373,0.0051900776143964135
7151.2039063815455,1484.311214264028,0.005337911642995727
7201.212325307291,1484.5854022113517,0.005483703978976055
7251.220744233036,1484.866772641321,0.005627349198099136
7301.229163158781,1485.1552129983338,0.005768743147896173
7351.237582084526,1485.4506055855966,0.005907783013344894
7401.246001010271,1485.7528276351884,0.006044367381695021
7451.254419936016,1486.0617513813252,0.006178396306424023
7501.262838861761,1486.3772441367746,0.006309771370227732
7551.271257787506,1486.6991683723793,0.006438395747141426
7601.279676713251,1487.0273817996338,0.006564174263577803
7651.288095638996,1487.361737456266,0.006687013458363864
7701.296514564741,1487.7020837947703,0.006806821641722367
7751.304933490487,1488.0482647738363,0.00692350895312076
7801.313352416232,1488.4001199526156,0.007036987417974229
7851.321771341977,1488.757484587768,0.007147171003171321
7901.330190267722,1489.1201897332298,0.007253975671431569
7951.338609193467,1489.4880623426357,0.007357319434309006
8001.347028119212,1489.8609253743357,0.007457122404028377
8051.355447044957,1490.2385978989394,0.00755330684392255
8101.363865970702,1490.6208952093207,0.0076457972175897225
8151.372284896447,1491.0076289330152,0.007734520236639011
8201.380703822193,1491.3986071469371,0.007819404907006663
8251.389122747938,1491.7936344943491,0.007900382573925167
8301.397541673683,1492.192512304007,0.007977386965332052
8351.405960599428,1492.5950387114096,0.008050354233877932
8401.414379525173,1493.0010087820722,0.008119222997329707
8451.422798450918,1493.4102146367536,0.008183934377537581
8501.431217376663,1493.822445578553,0.008244432037748148
8551.439636302408,1494.2374882218005,0.008300662218404945
8601.448055228153,1494.655126622659,0.008352573771286917
8651.456474153898,1495.0751424113578,0.008400118192057939
8701.464893079643,1495.4973149259715,0.008443249651118792
8751.473312005388,1495.9214213476682,0.008481925022889256
8801.481730931133,1496.3472368373323,0.00851610391326161
8851.490149856878,1496.7745346734862,0.008545748685503268
8901.498568782623,1497.2030863914185,0.008570824484322483
8951.506987708368,1497.6326619234344,0.008591299258265695
9001.515406634113,1498.0630297401403,0.00860714378036046
9051.523825559858,1498.4939569926746,0.00861833166697697
9101.532244485605,1498.9252096557957,0.008624839394958467
9151.54066341135,1499.3565526717362,0.008626646316897997
9201.549082337095,1499.7877500947375,0.008623734674734509
9251.55750126284,1500.21856523617,0.008616089611436586
9301.565920188585,1500.6487608101518,0.008603699180973987
9351.57433911433,1501.0780990795718,0.008586554356395252
9401.582758040075,1501.5063420024292,0.00856464903616147
9451.59117696582,1501.933251378396,0.008537980048618032
9501.599595891565,1502.3585889955111,0.00850654715463162
9551.60801481731,1502.7821167769146,0.008470353048451536
9601.616433743055,1503.2035969275314,0.008429403356690679
9651.6248526688,1503.6227920806118,0.008383706635516994
9701.633271594545,1504.0394654440368,0.008333274366000709
9751.64169052029,1504.4533809462976,0.008278120947644381
9801.650109446035,1504.86430338206,0.008218263690127448
9851.65852837178,1505.271998557218,0.00815372280317399
9901.666947297525,1505.67623343335,0.008084521384648068
9951.67536622327,1506.076776271487,0.008010685406894447
10001.683785149015,1506.4733967751015,0.007932243701215267
10051.69220407476,1506.865866232227,0.007849227940568627
10101.700623000504,1507.2539576566242,0.007761672620584206
10151.709041926251,1507.6374459278984,0.0076696150387044765
10201.717460851996,1508.016107930487,0.00757309527163751
10251.725879777741,1508.3897226914273,0.0074721561511118025
10301.734298703486,1508.7580715168185,0.007366843237805283
10351.742717629231,1509.1209381268927,0.007257204793679956
10401.751136554976,1509.4781087896129,0.007143291752585192
10451.759555480721,1509.8293724527095,0.007025157689156449
10501.767974406466,1510.1745208740792,0.00690285878614077
10551.776393332211,1510.5133487504595,0.006776453800043901
10601.784812257956,1510.8456538443,0.0066460040251439916
10651.793231183701,1511.171237108754,0.006511573256012301
10701.801650109446,1511.4899028107084,0.006373227748363029
10751.810069035191,1511.801458651776,0.006231036178422733
10801.818487960936,1512.1057158871774,0.006085069600782454
10851.826906886681,1512.4024894424335,0.00593540140474113
10901.835325812426,1512.691598027801,0.005782107269212586
10951.843744738171,1512.9728642503742,0.0056252651161501485
11001.852163663916,1513.2461147237875,0.005464955062652155
11051.860582589661,1513.5111801754472,0.0053012593715842365
11101.869001515406,1513.7678955512258,0.005134262400931692
11151.877420441151,1514.0161001175563,0.004964050551831591
11201.885839366896,1514.2556375608588,0.004790712215288786
11251.894258292643,1514.4863560842377,0.004614337717634678
11301.902677218388,1514.7081085013958,0.004435019264883059
11351.911096144133,1514.920752327694,0.004252850885705417
11401.919515069878,1515.1241498683119,0.004067928373462041
11451.927933995623,1515.3181683034488,0.0038803492270068516
11501.936352921368,1515.5026797705102,0.0036902125904386155
11551.944771847113,1515.6775614432318,0.0034976191918394046
11601.953190772858,1515.8426956076905,0.003302671281009351
11651.961609698603,1515.9979697351557,0.0031054725662477134
11701.970028624348,1516.1432765517318,0.002906128150180306
11751.978447550093,1516.278514104753,0.002704744464756144
11801.986866475838,1516.403585825887,0.0025014292053952346
11851.995285401583,1516.518400590907,0.0022962912643149755
11902.003704327328,1516.6228727760977,0.0020894406631399307
11952.012123253073,1516.7169223112544,0.0018809884847452135
12002.020542178818,1516.800474729251,0.001671046804520197
12052.028961104563,1516.873461212136,0.0014597286208982406
12102.037380030308,1516.9358186337358,0.0012471477854028945
12152.045798956053,1516.9874895987334,0.0010334189320699858
12202.054217881798,1517.0284224782004,0.0008186574064506274
12252.062636807543,1517.0585714415606,0.0006029791941273735
12302.07105573329,1517.077896484963,0.00038650084880310144
12352.079474659035,1517.0863634560494,0.00016933942010862254
12402.08789358478,1517.0839440750974,-4.838761900234904e-05
12452.096312510525,1517.0706159525303,-0.0002665624450293271
12502.10473143627,1517.0463626027781,-0.0004850669569990736
12552.113150362014,1517.011173454485,-0.0007037828496641495
12602.12156928776,1516.9650438570536,-0.000922591686866361
12652.129988213504,1516.9079750835251,-0.0011413749749326512
12702.13840713925,1516.8399743297907,-0.0013600142361756228
12752.146826064994,1516.7610547101365,-0.0015783910823253093
12802.15524499074,1516.6712352491238,-0.0017963872879325471
12852.163663916484,1516.5705408698107,-0.002013884863666072
12902.17208284223,1516.4590023783212,-0.0022307661294482034
12952.180501767974,1516.3366564447733,-0.0024469137874058326
13002.18892069372,1516.2035455805756,-0.002662210994581598
13052.197339619464,1516.0597181121077,-0.002876541435359258
13102.20575854521,1515.9052281508032,-0.003089789393520897
13152.214177470954,1515.7401355596478,-0.0033018398240082444
13202.2225963967,1515.564505916122,-0.0035125784241375373
13252.231015322444,1515.3784104716035,-0.0037218917044675825
13302.23943424819,1515.1819261072585,-0.003929667059097792
13352.247853173936,1514.9751352864512,-0.004135792835373081
13402.256272099681,1514.7581260036973,-0.0043401584030544
13452.264691025426,1514.5309917301952,-0.004542654222822735
13502.273109951171,1514.2938313559698,-0.004743171914066268
13552.281528876916,1514.0467491286634,-0.004941604321977767
13602.289947802661,1513.7898545890123,-0.005137845583857405
13652.298366728406,1513.5232625030526,-0.005331791194570855
13702.306785654151,1513.2470927910906,-0.005523338071244379
13752.315204579896,1512.961470453489,-0.005712384616969493
13802.323623505641,1512.6665254933132,-0.005898830783589911
13852.332042431386,1512.3623928358827,-0.006082578133584449
13902.340461357131,1512.049212245284,-0.0062635299008231005
13952.348880282876,1511.7271282378902,-0.0064415910504010115
14002.357299208621,1511.3962899929481,-0.006616668337241288
14052.365718134366,1511.0568512602842,-0.0067886703636987
14102.374137060111,1510.7089702651876,-0.006957507635937141
14152.382555985856,1510.3528096105317,-0.007123092619117488
14202.390974911601,1509.9885361761933,-0.007285339791373377
14252.399393837346,1509.6163210158334,-0.007444165696507048
14302.407812763091,1509.236339251104,-0.007599488995387398
14352.416231688836,1508.8487699633458,-0.007751230516055194
14402.424650614583,1508.453796082846,-0.007899313302413067
14452.433069540328,1508.0516042757258,-0.008043662661559882
14502.441488466073,1507.6423848285244,-0.008184206209728977
14552.449907391818,1507.226331530558,-0.008320873916721674
14602.458326317563,1506.8036415541208,-0.0084535981489184
14652.466745243308,1506.374515332607,-0.008582313710790646
14702.475164169053,1505.9391564366297,-0.008706957884809723
14752.483583094798,1505.4977714482118,-0.008827470469916575
14802.492002020543,1505.0505698331283,-0.008943793818366755
14852.500420946288,1504.597763811482,-0.00905587287094662
14902.508839872033,1504.1395682265907,-0.009163655190634026
14952.517258797778,1503.6762004122686,-0.009267090994567732
15002.525677723523,1503.2078800585862,-0.009366133184407875
15052.534096649268,1502.7348290761895,-0.009460737374988079
15102.542515575013,1502.2572714592675,-0.009550861921268831
15152.550934500758,1501.7754331472493,-0.009636467943615409
15202.559353426503,1501.28954188532,-0.009717519351323556
15252.567772352248,1500.7998270838416,-0.009793982864416203
15302.576191277993,1500.3065196767677,-0.009865828033661659
15352.584610203738,1499.8098519791367,-0.009933027258913776
15402.593029129483,1499.3100575437395,-0.009995555805529051
15452.601448055228,1498.8073710170436,-0.01005339181915199
15502.609866980974,1498.3020279944692,-0.010106516338600945
15552.61828590672,1497.7942648751043,-0.010154913307013867
15602.626704832464,1497.2843187159517,-0.010198569581140633
15652.63512375821,1496.772427085798,-0.010237474938845921
15702.643542683954,1496.258827918795,-0.010271622084804663
15752.6519616097,1495.7437593678483,-0.010301006654331216
15802.660380535444,1495.227459657899,-0.010325627215437897
15852.66879946119,1494.7101669391964,-0.010345485269045739
15902.677218386934,1494.1921191406484,-0.010360585247338468
15952.68563731268,1493.6735538233445,-0.010370934510359813
16002.694056238424,1493.1547080343405,-0.010376543340726845
16052.70247516417,1492.6358181607984,-0.010377424936550276
16102.710894089914,1492.1171197845708,-0.010373595402543491
16152.71931301566,1491.598847537321,-0.010365073739329293
16202.727731941404,1491.0812349562705,-0.010351881830912426
16252.73615086715,1490.5645143406618,-0.010334044430399533
16302.744569792894,1490.0489166090294,-0.010311589143893626
16352.75298871864,1489.5346711573638,-0.010284546412649198
16402.761407644386,1489.0220057182617,-0.01025294949342406
16452.76982657013,1488.5111462211455,-0.010216834437132196
16502.778245495876,1488.0023166536446,-0.010176240065697255
16552.78666442162,1487.495738924221,-0.010131207947201806
16602.795083347366,1486.9916327261262,-0.010081782369372924
16652.80350227311,1486.4902154027761,-0.010028010311262709
16702.811921198856,1485.9917018146234,-0.009969941413418889
16752.8203401246,1485.496304207617,-0.009907627946208565
16802.828759050346,1485.0042320833259,-0.009841124776626579
16852.83717797609,1484.5156920708089,-0.009770489333478894
16902.845596901836,1484.0308878003118,-0.009695781570922312
16952.85401582758,1483.550019778872,-0.009617063930419128
17002.862434753326,1483.0732852679023,-0.0095344013012472
17052.87085367907,1482.6008781628402,-0.009447860979305747
17102.879272604816,1482.132988874926,-0.009357512624625567
17152.887691530563,1481.6698042151947,-0.009263428217201263
17202.896110456306,1481.2115072807455,-0.009165682011545091
17252.904529382053,1480.7582773433653,-0.009064350489698223
17302.912948307796,1480.310289740573,-0.008959512312921743
17352.921367233543,1479.8677157691527,-0.008851248272003244
17402.929786159286,1479.4307225812454,-0.00873964123621042
17452.938205085033,1478.9994730830585,-0.008624776100982135
17502.946624010776,1478.5741258362611,-0.00850673973434293
17552.955042936523,1478.1548349621246,-0.00838562092205421
17602.963461862266,1477.741750048468,-0.00826151031161086
17652.971880788013,1477.3350160594682,-0.008134500355023843
17702.980299713756,1476.9347732483873,-0.008004685250538528
17752.988718639503,1476.541157073277,-0.00787216088316565
17802.997137565246,1476.154298115708,-0.007737024764247482
17853.005556490993,1475.774322002576,-0.007599375969968056
17903.013975416736,1475.4013493310358,-0.007459315078857213
17953.022394342483,1475.0354955966075,-0.007316944108388393
18003.030813268226,1474.6768711244986,-0.007172366450679124
18053.039232193973,1474.3255810041896,-0.007025686807285005
18103.047651119716,1473.981725027319,-0.006877011123218997
18153.056070045463,1473.6453976289083,-0.006726446520168715
18203.06448897121,1473.316687831964,-0.006574101228979927
18253.072907896953,1472.9956791954905,-0.006420084521433594
18303.0813268227,1472.6824497659466,-0.0062645066414029026
18353.089745748443,1472.3770720321754,-0.006107478735331299
18403.09816467419,1472.0796128838347,-0.005949112782268109
18453.106583599932,1471.790133573358,-0.00578952152319362
18503.11500252568,1471.5086896814623,-0.00562881839008855
18553.123421451422,1471.2353310862327,-0.005467117434370709
18603.13184037717,1470.9701019357951,-0.005304533255076512
18653.140259302912,1470.7130406246006,-0.005141180926623927
18703.14867822866,1470.4641797733293,-0.004977175926352688
18753.157097154402,1470.2235462124356,-0.004812634061673822
18803.16551608015,1469.9911609693334,-0.004647671397206286
18853.173935005892,1469.7670392592381,-0.004482404181587267
18903.18235393164,1469.5511904796679,-0.004316948774252105
18953.190772857382,1469.3436182086068,-0.004151421572106914
19003.19919178313,1469.1443202063315,-0.0039859389362261535
19053.207610708872,1468.9532884209002,-0.003820617118520986
19103.21602963462,1468.7705089973006,-0.003655572188515239
19153.224448560362,1468.5959622902508,-0.0034909199602020844
19203.23286748611,1468.4296228806434,-0.003326775919131917
19253.241286411856,1468.2714595956256,-0.0031632551496090346
19303.2497053376,1468.1214355323002,-0.0030004722622249042
19353.258124263346,1467.979508085032,-0.0028385413216647287
19403.26654318909,1467.8456289763442,-0.002677575774855907
19453.274962114836,1467.7197442913855,-0.0025176883794905984
19503.28338104058,1467.6017945159433,-0.0023589911330318676
19553.291799966326,1467.4917145779832,-0.0022015952021355624
19603.30021889207,1467.3894338926837,-0.0020456108526837632
19653.308637817816,1467.2948764109435,-0.0018911473802755156
19703.31705674356,1467.2079606713257,-0.0017383130414479646
19753.325475669306,1467.1285998554097,-0.0015872149854553519
19803.33389459505,1467.0567018465142,-0.0014379591868062059
19853.342313520796,1466.992169291756,-0.0012906503785180031
19903.35073244654,1466.9348996674023,-0.0011453919861849932
19953.359151372286,1466.8847853474815,-0.0010022860627911293
20003.36757029803,1466.8417136756025,-0.0008614332245001617
20053.375989223776,1466.8055670399413,-0.0007229325872820288
20103.38440814952,1466.7762229513496,-0.0005868817044529258
20153.392827075266,1466.7535541245302,-0.0004533765053246442
20203.40124600101,1466.7374285622361,-0.00032251123469944644
20253.409664926756,1466.7277096424327,-0.00019437839361974098
20303.418083852503,1466.7242562083745,-6.906868105419589e-05
20353.426502778246,1466.7269226615376,5.332906321147071e-05
20403.434921703993,1466.7355590573477,0.00017272791448366313
20453.443340629736,1466.750011203648,0.00028904291795656286
20503.451759555483,1466.77012076184,0.0004021911421533925
20553.460178481226,1466.7957253506393,0.0005120917312226382
20603.468597406973,1466.826658652376,0.0006186659558029308
20653.477016332716,1466.862750521778,0.0007218372626705264
20703.485435258463,1466.9038270971648,0.0008215313229149576
20753.493854184206,1466.949710913984,0.0009176760787840785
20803.502273109953,1467.0002210206205,0.0010102017890896255
20853.510692035696,1467.0551730964046,0.0010990410731735749
20903.519110961442,1467.1143795717426,0.001184128953312807
20953.527529887186,1467.1776497502992,0.0012654028957260891
21003.535948812932,1467.244789933154,0.0013428028500154288
21053.544367738676,1467.3156035448485,0.001416271286960263
21103.552786664422,1467.3898912612551,0.0014857532348830805
21153.561205590166,1467.4674511391784,0.0015511963142957636
21203.569624515912,1467.548078747612,0.0016125507709542999
21253.578043441656,1467.6315673005688,0.0016697695072903545
21303.586462367402,1467.7177077914005,0.0017228081121608975
21353.59488129315,1467.8062891285213,0.0017716248889071034
21403.603300218892,1467.897098272452,0.0018161808817137278
21453.61171914464,1467.9899203741008,0.0018564399003147235
21503.620138070382,1468.0845389141875,0.00189236854283619
21553.62855699613,1468.180735843731,0.0019239362170315765
21603.636975921872,1468.2782917255083,0.0019511151596729157
21653.64539484762,1468.3769858763967,0.001973880454216548
21703.653813773362,1468.4765965105107,0.00199221004664805
21753.66223269911,1468.5769008830437,0.0020060847595747638
21803.670651624852,1468.677675434724,0.0020154883045024265
21853.6790705506,1468.778695936795,0.0020204072922823993
21903.687489476342,1468.8797376364287,0.0020208312418069207
21953.69590840209,1468.9805754024808,0.002016752586797855
22003.704327327832,1469.080983871498,0.0020081666808709083
22053.71274625358,1469.1807375938824,0.0019950718006843493
22103.721165179322,1469.2796111801256,0.0019774691473041267
22153.72958410507,1469.3773794470178,0.0019553628457671755
22203.738003030812,1469.4738175637417,0.001928759942738281
22253.74642195656,1469.5687011977598,0.0018976704024241365
22303.754840882302,1469.6618066604012,0.0018621071005762422
22353.76325980805,1469.752911052062,0.0018220858167735212
22403.771678733792,1469.841792406922,0.0017776252247935053
22453.78009765954,1469.9282298370913,0.0017287468812265385
22503.788516585286,1470.012003676096,0.0016754752122827754
22553.79693551103,1470.0928956216096,0.0016178374987644766
22603.805354436776,1470.170688877347,0.001555863859312498
22653.81377336252,1470.2451682940255,0.00148958723183577
22703.822192288266,1470.3161205093086,0.0014190433531598653
22753.83061121401,1470.383334086644,0.0013442707369807699
22803.839030139756,1470.446599652908,0.0012653106500189562
22853.8474490655,1470.505710034771,0.0011822070865053138
22903.855867991246,1470.5604603936988,0.0010950067409031161
22953.86428691699,1470.6106483595024,0.0010037589789657232
23003.872705842736,1470.6560741623575,0.000908515807138774
23053.88112476848,1470.6965407632058,0.000809331840256499
23103.889543694226,1470.73185398246,0.0007062642676545794
23153.89796261997,1470.761822626931,0.0005993728176446402
23203.906381545716,1470.7862586148947,0.0004887197203636639
23253.91480047146,1470.804977099226,0.00037436966913896266
23303.923219397206,1470.8177965885177,0.00025638978021375416
23353.93163832295,1470.8245390661082,0.00013484955099217992
23403.940057248696,1470.8250301069497,9.820816830736336e-06
23453.94847617444,1470.819098992234,-0.00011862229375605693
23503.956895100186,1470.8065788217134,-0.00025040340518045034
23553.965314025932,1470.787306623639,-0.00038544394239800064
23603.973732951676,1470.7611234622527,-0.0005236631798605545
23653.982151877422,1470.7278745427611,-0.0006649782918149989
23703.990570803166,1470.6874093137294,-0.0008093044039434315
23753.998989728912,1470.6395815668275,-0.0009565546462903566
23804.007408654656,1470.5842495338702,-0.0011066402073952033
23854.015827580402,1470.5212759810843,-0.0012594703897667104
23904.024246506146,1470.4505283005499,-0.0014149526663991383
23954.032665431892,1470.371878598754,-0.001572992738562293
24004.041084357636,1470.285203782204,-0.001733494594610738
24054.049503283382,1470.1903856400436,-0.0018963605699849966
24104.057922209126,1470.0873109236236,-0.0020614914081227777
24154.066341134872,1469.975871422974,-0.002228786322493886
24204.074760060616,1469.855964040132,-0.0023981430595177203
24254.083178986362,1469.7274908592772,-0.002569457962463266
24304.091597912105,1469.5903592136335,-0.0027426260361768234
24354.100016837852,1469.4444817490914,-0.0029175410127327737
24404.108435763595,1469.289776484514,-0.0030940954178116297
24454.116854689342,1469.1261668686875,-0.0032721806378869767
24504.125273615085,1468.9535818338804,-0.0034516869881118916
24554.133692540832,1468.7719558459785,-0.0036325037808908928
24604.14211146658,1468.5812289511618,-0.0038145193950961725
24654.150530392322,1468.3813468190967,-0.003997621345868641
24704.15894931807,1468.1722607826161,-0.0041816963549124505
24754.167368243812,1467.9539278738587,-0.004366630421419053
24804.17578716956,1467.726310856849,-0.004552308893315665
24854.184206095302,1467.4893782564975,-0.004738616538978716
24904.19262502105,1467.2431043839968,-0.004925437619361792
24954.201043946792,1466.9874693586053,-0.005112655960364822
25004.20946287254,1466.7224591257998,-0.005300155025530456
25054.217881798282,1466.4480654717865,-0.005487817988958003
25104.22630072403,1466.1642860343616,-0.0056755278084071855
25154.234719649772,1465.871124310114,-0.005863167298518471
25204.24313857552,1465.5685896579662,-0.006050619204167689
25254.251557501262,1465.2566972990494,-0.006237766273813485
25304.25997642701,1464.9354683129138,-0.006424491332909922
25354.268395352752,1464.6049296300769,-0.006610677357197303
25404.2768142785,1464.265114020912,-0.006796207545961732
25454.285233204242,1463.9160600808868,-0.006980965395122009
25504.29365212999,1463.5578122121558,-0.00716483477017981
25554.302071055732,1463.1904206015267,-0.007347699978814489
25604.31048998148,1462.8139411948039,-0.007529445843390426
25654.318908907226,1462.428435667532,-0.007709957772976387
25704.32732783297,1462.0339713921562,-0.007889121835081194
25754.335746758716,1461.630621401617,-0.008066824826950833
25804.34416568446,1461.2184643494054,-0.00824295434641758
25854.352584610206,1460.7975844661007,-0.008417398862250932
25904.36100353595,1460.3680715124199,-0.008590047783928259
25954.369422461696,1459.9300207288045,-0.008760791530888677
